step, time, COM_x, COM_y, COM_z, COM_vx, COM_vy, COM_vz, KE_total, PE_total, E_total
   12000    12.001220  -4.32159044E-02  3.67910303E-02  5.26903011E-03  2.37987097E-03 -8.78064369E-04  4.39522002E-04  7.39296341E+00 -2.04076271E+01 -1.30146637E+01
   12500    12.501422  -4.20259610E-02  3.63520235E-02  5.48882596E-03  2.37984932E-03 -8.78011691E-04  4.39667725E-04  7.02772379E+00 -2.00128021E+01 -1.29850788E+01
   13000    13.001624  -4.08360213E-02  3.59130166E-02  5.70872054E-03  2.37986608E-03 -8.77954531E-04  4.39853640E-04  7.13910627E+00 -2.00950928E+01 -1.29559860E+01
   13500    13.501826  -3.96460891E-02  3.54740694E-02  5.92863653E-03  2.37991870E-03 -8.77899060E-04  4.39783937E-04  7.19354630E+00 -2.01198692E+01 -1.29263229E+01
   14000    14.002028  -3.84561345E-02  3.50350998E-02  6.14850502E-03  2.37988960E-03 -8.77952087E-04  4.39727679E-04  6.66511822E+00 -1.95628567E+01 -1.28977385E+01
   14500    14.502231  -3.72662060E-02  3.45961563E-02  6.36835303E-03  2.37976923E-03 -8.77935323E-04  4.39647294E-04  7.47873116E+00 -2.03473911E+01 -1.28686600E+01
   15000    15.002433  -3.60763222E-02  3.41572091E-02  6.58814097E-03  2.37971754E-03 -8.77862796E-04  4.39506985E-04  7.01720715E+00 -1.98561172E+01 -1.28389101E+01
   15500    15.502635  -3.48864719E-02  3.37182507E-02  6.80786092E-03  2.37973430E-03 -8.77932354E-04  4.39358235E-04  7.11373377E+00 -1.99241123E+01 -1.28103790E+01
   16000    16.002834  -3.36966068E-02  3.32792550E-02  7.02748587E-03  2.37974827E-03 -8.78028455E-04  4.39134106E-04  7.11164856E+00 -1.98930626E+01 -1.27814140E+01
   16500    16.502560  -3.25067155E-02  3.28402258E-02  7.24699860E-03  2.37982068E-03 -8.78076011E-04  4.38906951E-04  6.77170753E+00 -1.95252876E+01 -1.27535801E+01
   17000    17.002285  -3.13168056E-02  3.24011482E-02  7.46637071E-03  2.37981556E-03 -8.78072344E-04  4.38566145E-04  7.17822933E+00 -1.99040813E+01 -1.27258520E+01
   17500    17.502010  -3.01268641E-02  3.19621414E-02  7.68558122E-03  2.37990939E-03 -8.78063496E-04  4.38293617E-04  7.13326216E+00 -1.98306580E+01 -1.26973953E+01
   18000    18.001736  -2.89369114E-02  3.15231085E-02  7.90467858E-03  2.37995083E-03 -8.78044637E-04  4.38107410E-04  7.29036713E+00 -1.99598083E+01 -1.26694412E+01
   18500    18.501461  -2.77469084E-02  3.10840942E-02  8.12368002E-03  2.38005677E-03 -8.78046034E-04  4.37863084E-04  7.27137566E+00 -1.99126625E+01 -1.26412868E+01
   19000    19.001186  -2.65568178E-02  3.06450669E-02  8.34251847E-03  2.38031568E-03 -8.78070190E-04  4.37471259E-04  7.11757421E+00 -1.97316284E+01 -1.26140537E+01
   19500    19.500912  -2.53666304E-02  3.02060340E-02  8.56114924E-03  2.38044909E-03 -8.78029445E-04  4.37094946E-04  7.49879551E+00 -2.00854511E+01 -1.25866556E+01
   20000    20.000637  -2.41763573E-02  2.97670662E-02  8.77961516E-03  2.38066725E-03 -8.77827522E-04  4.36749920E-04  7.64809322E+00 -2.02063828E+01 -1.25582895E+01
   20500    20.500362  -2.29860097E-02  2.93282084E-02  8.99789575E-03  2.38066702E-03 -8.77587299E-04  4.36421076E-04  7.31257391E+00 -1.98431892E+01 -1.25306149E+01
   21000    21.000088  -2.17956938E-02  2.88894512E-02  9.21606924E-03  2.38057296E-03 -8.77418439E-04  4.36241302E-04  7.47097492E+00 -1.99742565E+01 -1.25032816E+01
   21500    21.499813  -2.06054151E-02  2.84507759E-02  9.43413842E-03  2.38051219E-03 -8.77286657E-04  4.36068978E-04  7.10773659E+00 -1.95838623E+01 -1.24761257E+01
   22000    21.999538  -1.94151737E-02  2.80121714E-02  9.65214334E-03  2.38049962E-03 -8.77155922E-04  4.35956608E-04  7.09816265E+00 -1.95481758E+01 -1.24500132E+01
   22500    22.499264  -1.82249136E-02  2.75736228E-02  9.87008121E-03  2.38051615E-03 -8.77016690E-04  4.35771624E-04  7.40279865E+00 -1.98260994E+01 -1.24233007E+01
   23000    22.998989  -1.70346536E-02  2.71351505E-02  1.00879231E-02  2.38054921E-03 -8.76928447E-04  4.35591268E-04  7.30558729E+00 -1.97019768E+01 -1.23963890E+01
   23500    23.498714  -1.58443786E-02  2.66967006E-02  1.03056710E-02  2.38050497E-03 -8.76892940E-04  4.35413705E-04  7.51234627E+00 -1.98818665E+01 -1.23695202E+01
   24000    23.998440  -1.46541316E-02  2.62582358E-02  1.05233323E-02  2.38051801E-03 -8.76961451E-04  4.35242546E-04  7.55474854E+00 -1.98971863E+01 -1.23424377E+01
   24500    24.498165  -1.34638911E-02  2.58197635E-02  1.07409274E-02  2.38042697E-03 -8.76972917E-04  4.35165828E-04  7.43050623E+00 -1.97464771E+01 -1.23159714E+01
   25000    24.997890  -1.22737028E-02  2.53812466E-02  1.09585179E-02  2.38036364E-03 -8.77120299E-04  4.35138529E-04  7.78942966E+00 -2.00784912E+01 -1.22890615E+01
   25500    25.497616  -1.10835340E-02  2.49426607E-02  1.11760553E-02  2.38033361E-03 -8.77158367E-04  4.35033755E-04  7.54474545E+00 -1.98067303E+01 -1.22619848E+01
   26000    25.997341  -9.89336707E-03  2.45040916E-02  1.13935536E-02  2.38037365E-03 -8.77120066E-04  4.34944610E-04  7.44873428E+00 -1.96845703E+01 -1.22358360E+01
   26500    26.497066  -8.70317221E-03  2.40655523E-02  1.16109969E-02  2.38042139E-03 -8.77062033E-04  4.34822985E-04  7.55260515E+00 -1.97621002E+01 -1.22094955E+01
   27000    26.996792  -7.51296990E-03  2.36270372E-02  1.18283760E-02  2.38040322E-03 -8.76993407E-04  4.34713729E-04  7.15207338E+00 -1.93357544E+01 -1.21836815E+01
   27500    27.496517  -6.32276572E-03  2.31885370E-02  1.20457197E-02  2.38040765E-03 -8.76997539E-04  4.34666174E-04  7.28465652E+00 -1.94433575E+01 -1.21587009E+01
   28000    27.996243  -5.13256900E-03  2.27500368E-02  1.22630587E-02  2.38040509E-03 -8.77005979E-04  4.34665068E-04  7.56257248E+00 -1.96953793E+01 -1.21328068E+01
   28500    28.495968  -3.94236622E-03  2.23115440E-02  1.24803912E-02  2.38038669E-03 -8.76943697E-04  4.34687856E-04  7.25711727E+00 -1.93645229E+01 -1.21074057E+01
   29000    28.995693  -2.75218068E-03  2.18730960E-02  1.26977274E-02  2.38036760E-03 -8.76870006E-04  4.34660469E-04  7.56855202E+00 -1.96508522E+01 -1.20823002E+01
   29500    29.495419  -1.56198442E-03  2.14346889E-02  1.29150385E-02  2.38042162E-03 -8.76764709E-04  4.34581540E-04  7.56694889E+00 -1.96234589E+01 -1.20565100E+01
   30000    29.995144  -3.71748814E-04  2.09963322E-02  1.31323133E-02  2.38051824E-03 -8.76729668E-04  4.34506073E-04  7.21673870E+00 -1.92484837E+01 -1.20317450E+01
   30500    30.494869   8.18530039E-04  2.05579568E-02  1.33495275E-02  2.38061370E-03 -8.76721926E-04  4.34310234E-04  7.71901751E+00 -1.97257824E+01 -1.20067654E+01
   31000    30.994595   2.00888491E-03  2.01196205E-02  1.35666216E-02  2.38079648E-03 -8.76629725E-04  4.34093439E-04  7.56868696E+00 -1.95498352E+01 -1.19811478E+01
   31500    31.494320   3.19930492E-03  1.96813084E-02  1.37836449E-02  2.38093245E-03 -8.76614009E-04  4.33994923E-04  7.26169538E+00 -1.92184925E+01 -1.19567966E+01
   32000    31.994045   4.38982854E-03  1.92430113E-02  1.40006226E-02  2.38113245E-03 -8.76566919E-04  4.33930603E-04  7.56592274E+00 -1.94982281E+01 -1.19323053E+01
   32500    32.493771   5.58042340E-03  1.88047271E-02  1.42175751E-02  2.38127098E-03 -8.76563543E-04  4.33859299E-04  7.29804039E+00 -1.92057076E+01 -1.19076672E+01
   33000    32.993496   6.77109556E-03  1.83664281E-02  1.44345006E-02  2.38140812E-03 -8.76644102E-04  4.33853129E-04  7.18919516E+00 -1.90732460E+01 -1.18840504E+01
   33500    33.493221   7.96185434E-03  1.79280825E-02  1.46514494E-02  2.38158461E-03 -8.76741135E-04  4.33900859E-04  7.60767555E+00 -1.94673500E+01 -1.18596745E+01
   34000    33.992947   9.15266760E-03  1.74896810E-02  1.48683842E-02  2.38169124E-03 -8.76860344E-04  4.33868321E-04  7.33656120E+00 -1.91717529E+01 -1.18351917E+01
   34500    34.492672   1.03435460E-02  1.70512367E-02  1.50853107E-02  2.38180533E-03 -8.76865583E-04  4.33806767E-04  7.26475334E+00 -1.90763683E+01 -1.18116150E+01
   35000    34.992397   1.15344794E-02  1.66128036E-02  1.53021580E-02  2.38196109E-03 -8.76870065E-04  4.33566282E-04  7.52326107E+00 -1.93108635E+01 -1.17876024E+01
   35500    35.492123   1.27254929E-02  1.61743611E-02  1.55188860E-02  2.38208519E-03 -8.76919017E-04  4.33330075E-04  7.11563158E+00 -1.88793678E+01 -1.17637367E+01
   36000    35.991848   1.39165530E-02  1.57358814E-02  1.57355033E-02  2.38221395E-03 -8.76979786E-04  4.33147943E-04  7.09396648E+00 -1.88351402E+01 -1.17411737E+01
   36500    36.491573   1.51076801E-02  1.52973803E-02  1.59520302E-02  2.38235341E-03 -8.77017388E-04  4.32930537E-04  7.57707930E+00 -1.92947311E+01 -1.17176514E+01
   37000    36.991299   1.62989125E-02  1.48588615E-02  1.61684249E-02  2.38251267E-03 -8.77056620E-04  4.32666769E-04  7.32163095E+00 -1.90154228E+01 -1.16937923E+01
   37500    37.491024   1.74901895E-02  1.44203287E-02  1.63847134E-02  2.38259579E-03 -8.77078506E-04  4.32507484E-04  7.28898096E+00 -1.89597702E+01 -1.16707897E+01
   38000    37.990749   1.86815020E-02  1.39817782E-02  1.66009367E-02  2.38263397E-03 -8.77107843E-04  4.32359986E-04  7.33914089E+00 -1.89868145E+01 -1.16476736E+01
   38500    38.490475   1.98728368E-02  1.35432072E-02  1.68170519E-02  2.38268520E-03 -8.77148064E-04  4.32125351E-04  7.12670898E+00 -1.87516060E+01 -1.16248970E+01
   39000    38.990200   2.10641846E-02  1.31046306E-02  1.70330517E-02  2.38272734E-03 -8.77155631E-04  4.31861146E-04  7.15282345E+00 -1.87553444E+01 -1.16025209E+01
   39500    39.489925   2.22555920E-02  1.26660522E-02  1.72489099E-02  2.38285400E-03 -8.77166865E-04  4.31558961E-04  7.26589870E+00 -1.88456669E+01 -1.15797682E+01
   40000    39.989651   2.34470386E-02  1.22274514E-02  1.74646322E-02  2.38291034E-03 -8.77219427E-04  4.31329740E-04  7.05296993E+00 -1.86103802E+01 -1.15574102E+01
   40500    40.489376   2.46384870E-02  1.17888236E-02  1.76802557E-02  2.38288054E-03 -8.77324201E-04  4.31155437E-04  7.14566612E+00 -1.86811905E+01 -1.15355244E+01
   41000    40.989101   2.58299075E-02  1.13501521E-02  1.78957656E-02  2.38284701E-03 -8.77318787E-04  4.30875574E-04  7.38423824E+00 -1.88971539E+01 -1.15129156E+01
   41500    41.488827   2.70213354E-02  1.09115159E-02  1.81111209E-02  2.38285447E-03 -8.77266692E-04  4.30564105E-04  7.13446760E+00 -1.86249657E+01 -1.14904976E+01
   42000    41.988552   2.82127503E-02  1.04728751E-02  1.83263402E-02  2.38285121E-03 -8.77299055E-04  4.30312386E-04  7.01605844E+00 -1.84851418E+01 -1.14690838E+01
   42500    42.488277   2.94041783E-02  1.00342212E-02  1.85414255E-02  2.38287007E-03 -8.77380953E-04  4.30032524E-04  7.28257561E+00 -1.87299423E+01 -1.14473667E+01
   43000    42.988003   3.05956379E-02  9.59549379E-03  1.87563635E-02  2.38289498E-03 -8.77499231E-04  4.29673091E-04  7.23611355E+00 -1.86614532E+01 -1.14253397E+01
   43500    43.487728   3.17870826E-02  9.15671885E-03  1.89711228E-02  2.38287426E-03 -8.77559592E-04  4.29400417E-04  7.05267429E+00 -1.84567146E+01 -1.14040403E+01
   44000    43.987453   3.29785161E-02  8.71794578E-03  1.91857591E-02  2.38287915E-03 -8.77555110E-04  4.29115957E-04  7.32374668E+00 -1.87063293E+01 -1.13825827E+01
   44500    44.487179   3.41699384E-02  8.27917084E-03  1.94002278E-02  2.38287961E-03 -8.77555110E-04  4.28785337E-04  7.30760002E+00 -1.86683273E+01 -1.13607273E+01
   45000    44.986904   3.53613868E-02  7.84039870E-03  1.96145363E-02  2.38289149E-03 -8.77549697E-04  4.28493193E-04  7.10259819E+00 -1.84422073E+01 -1.13396091E+01
   45500    45.486629   3.65528427E-02  7.40163540E-03  1.98287237E-02  2.38292525E-03 -8.77482758E-04  4.28227795E-04  7.30450535E+00 -1.86231308E+01 -1.13186255E+01
   46000    45.986355   3.77442986E-02  6.96290424E-03  2.00427808E-02  2.38294015E-03 -8.77476006E-04  4.27944586E-04  7.40389538E+00 -1.87010670E+01 -1.12971716E+01
   46500    46.486080   3.89357954E-02  6.52417075E-03  2.02566963E-02  2.38296832E-03 -8.77484330E-04  4.27765393E-04  7.20759392E+00 -1.84837551E+01 -1.12761612E+01
   47000    46.985806   4.01272699E-02  6.08541165E-03  2.04705391E-02  2.38296343E-03 -8.77550454E-04  4.27649706E-04  7.36867237E+00 -1.86241493E+01 -1.12554770E+01
   47500    47.485531   4.13187332E-02  5.64662926E-03  2.06843186E-02  2.38292851E-03 -8.77579441E-04  4.27429855E-04  7.59095240E+00 -1.88251362E+01 -1.12341843E+01
   48000    47.985256   4.25101891E-02  5.20782964E-03  2.08979696E-02  2.38290871E-03 -8.77616811E-04  4.27157443E-04  7.29530144E+00 -1.85084763E+01 -1.12131748E+01
   48500    48.484982   4.37016673E-02  4.76900721E-03  2.11114790E-02  2.38288869E-03 -8.77616403E-04  4.26844839E-04  7.28394508E+00 -1.84769268E+01 -1.11929817E+01
   49000    48.984707   4.48931046E-02  4.33022715E-03  2.13247873E-02  2.38283817E-03 -8.77530721E-04  4.26429207E-04  7.51381063E+00 -1.86860046E+01 -1.11721935E+01
   49500    49.484432   4.60844897E-02  3.89147270E-03  2.15378795E-02  2.38273153E-03 -8.77495215E-04  4.25900391E-04  7.33471775E+00 -1.84861679E+01 -1.11514502E+01
   50000    49.984158   4.72758301E-02  3.45272478E-03  2.17507035E-02  2.38264003E-03 -8.77499639E-04  4.25404549E-04  7.19295406E+00 -1.83243313E+01 -1.11313772E+01
   50500    50.483883   4.84671406E-02  3.01397895E-03  2.19632834E-02  2.38263584E-03 -8.77522689E-04  4.24969243E-04  7.31588125E+00 -1.84271431E+01 -1.11112614E+01
   51000    50.983608   4.96584773E-02  2.57520447E-03  2.21756678E-02  2.38269661E-03 -8.77570768E-04  4.24519269E-04  7.26695538E+00 -1.83578949E+01 -1.10909395E+01
   51500    51.483334   5.08498140E-02  2.13639787E-03  2.23878324E-02  2.38275225E-03 -8.77622573E-04  4.24164697E-04  7.03943920E+00 -1.81107292E+01 -1.10712900E+01
   52000    51.983059   5.20412289E-02  1.69759407E-03  2.25998629E-02  2.38279277E-03 -8.77607847E-04  4.23963298E-04  7.25448322E+00 -1.83062019E+01 -1.10517187E+01
   52500    52.482784   5.32326251E-02  1.25879934E-03  2.28118002E-02  2.38272315E-03 -8.77616170E-04  4.23771533E-04  7.38785887E+00 -1.84193649E+01 -1.10315056E+01
   53000    52.982510   5.44239320E-02  8.19987152E-04  2.30236202E-02  2.38266308E-03 -8.77605751E-04  4.23493126E-04  7.13258696E+00 -1.81443043E+01 -1.10117168E+01
   53500    53.482235   5.56152500E-02  3.81190388E-04  2.32353043E-02  2.38265749E-03 -8.77614715E-04  4.23262769E-04  7.15067720E+00 -1.81431770E+01 -1.09925003E+01
   54000    53.981960   5.68066239E-02 -5.76368475E-05  2.34468840E-02  2.38268729E-03 -8.77663784E-04  4.23016376E-04  7.42480850E+00 -1.83975239E+01 -1.09727154E+01
   54500    54.481686   5.79979494E-02 -4.96471126E-04  2.36583129E-02  2.38265656E-03 -8.77703133E-04  4.22723999E-04  7.09276772E+00 -1.80457859E+01 -1.09530182E+01
   55000    54.981411   5.91892712E-02 -9.35335527E-04  2.38696076E-02  2.38261465E-03 -8.77733342E-04  4.22454439E-04  6.97485495E+00 -1.79092369E+01 -1.09343815E+01
   55500    55.481136   6.03805482E-02 -1.37421046E-03  2.40807775E-02  2.38255854E-03 -8.77781422E-04  4.22158133E-04  7.28128815E+00 -1.81965675E+01 -1.09152794E+01
   56000    55.980862   6.15718402E-02 -1.81311031E-03  2.42917519E-02  2.38249684E-03 -8.77805054E-04  4.21781500E-04  7.24881077E+00 -1.81444702E+01 -1.08956594E+01
   56500    56.480587   6.27630502E-02 -2.25201063E-03  2.45025456E-02  2.38244282E-03 -8.77793471E-04  4.21416626E-04  6.94813251E+00 -1.78249397E+01 -1.08768072E+01
   57000    56.980312   6.39542714E-02 -2.69089988E-03  2.47131716E-02  2.38245353E-03 -8.77772167E-04  4.21084405E-04  7.08815670E+00 -1.79464951E+01 -1.08583384E+01
   57500    57.480038   6.51454702E-02 -3.12978309E-03  2.49236263E-02  2.38245470E-03 -8.77796265E-04  4.20692260E-04  7.27253056E+00 -1.81117439E+01 -1.08392134E+01
   58000    57.979763   6.63367510E-02 -3.56868864E-03  2.51338780E-02  2.38244934E-03 -8.77832994E-04  4.20303055E-04  6.99937963E+00 -1.78197422E+01 -1.08203621E+01
   58500    58.479488   6.75279573E-02 -4.00761422E-03  2.53439378E-02  2.38248007E-03 -8.77854647E-04  4.19975317E-04  6.83724880E+00 -1.76396065E+01 -1.08023577E+01
   59000    58.979214   6.87191859E-02 -4.44653397E-03  2.55538449E-02  2.38254364E-03 -8.77828512E-04  4.19635850E-04  7.23068905E+00 -1.80147896E+01 -1.07841005E+01
   59500    59.478939   6.99105114E-02 -4.88545280E-03  2.57635731E-02  2.38263328E-03 -8.77841376E-04  4.19238408E-04  7.26968336E+00 -1.80348282E+01 -1.07651443E+01
   60000    59.978664   7.11017996E-02 -5.32436604E-03  2.59730797E-02  2.38265935E-03 -8.77806277E-04  4.18828538E-04  7.02636862E+00 -1.77731342E+01 -1.07467651E+01
   60500    60.478390   7.22931400E-02 -5.76326065E-03  2.61823684E-02  2.38265842E-03 -8.77752784E-04  4.18383279E-04  7.15207148E+00 -1.78808327E+01 -1.07287617E+01
   61000    60.978115   7.34845176E-02 -6.20211847E-03  2.63914503E-02  2.38270382E-03 -8.77654820E-04  4.17919829E-04  7.26277733E+00 -1.79730377E+01 -1.07102604E+01
   61500    61.477840   7.46758878E-02 -6.64093392E-03  2.66003124E-02  2.38277321E-03 -8.77597253E-04  4.17466450E-04  6.98385906E+00 -1.76759338E+01 -1.06920748E+01
   62000    61.977566   7.58672878E-02 -7.07973028E-03  2.68089343E-02  2.38283002E-03 -8.77600512E-04  4.17035015E-04  6.96406078E+00 -1.76386871E+01 -1.06746264E+01
   62500    62.477291   7.70586655E-02 -7.51854014E-03  2.70173308E-02  2.38288473E-03 -8.77552666E-04  4.16530616E-04  7.26533794E+00 -1.79220352E+01 -1.06566973E+01
   63000    62.977016   7.82501623E-02 -7.95728806E-03  2.72254571E-02  2.38298648E-03 -8.77489569E-04  4.15957446E-04  7.22812128E+00 -1.78664246E+01 -1.06383038E+01
   63500    63.476742   7.94417039E-02 -8.39601923E-03  2.74332929E-02  2.38306820E-03 -8.77439394E-04  4.15392686E-04  6.95449734E+00 -1.75752182E+01 -1.06207209E+01
   64000    63.976467   8.06332156E-02 -8.83474946E-03  2.76408531E-02  2.38317973E-03 -8.77468847E-04  4.14838752E-04  7.09856510E+00 -1.77019730E+01 -1.06034079E+01
   64500    64.476196   8.18248540E-02 -9.27350763E-03  2.78481152E-02  2.38326797E-03 -8.77609244E-04  4.14223992E-04  7.28100300E+00 -1.78665142E+01 -1.05855112E+01
   65000    64.975922   8.30164999E-02 -9.71232727E-03  2.80550662E-02  2.38333573E-03 -8.77670071E-04  4.13606875E-04  7.07232618E+00 -1.76401138E+01 -1.05677872E+01
   65500    65.475647   8.42081904E-02 -1.01511721E-02  2.82617249E-02  2.38334201E-03 -8.77718092E-04  4.13009780E-04  6.95175648E+00 -1.75024452E+01 -1.05506887E+01
   66000    65.975372   8.53998661E-02 -1.05900476E-02  2.84680724E-02  2.38338695E-03 -8.77798069E-04  4.12361667E-04  7.10746241E+00 -1.76410522E+01 -1.05335903E+01
   66500    66.475098   8.65915045E-02 -1.10289641E-02  2.86740810E-02  2.38345144E-03 -8.77879269E-04  4.11649438E-04  7.11778831E+00 -1.76339569E+01 -1.05161686E+01
   67000    66.974823   8.77833441E-02 -1.14678983E-02  2.88797095E-02  2.38348544E-03 -8.77883867E-04  4.10914829E-04  6.97054958E+00 -1.74696312E+01 -1.04990816E+01
   67500    67.474548   8.89750794E-02 -1.19068585E-02  2.90849712E-02  2.38349335E-03 -8.77902436E-04  4.10180975E-04  6.96909142E+00 -1.74514217E+01 -1.04823303E+01
   68000    67.974274   9.01668593E-02 -1.23458141E-02  2.92899050E-02  2.38352269E-03 -8.77891260E-04  4.09426691E-04  7.16873646E+00 -1.76341133E+01 -1.04653769E+01
   68500    68.473999   9.13585871E-02 -1.27847567E-02  2.94944197E-02  2.38358439E-03 -8.77905695E-04  4.08714695E-04  7.09578896E+00 -1.75439644E+01 -1.04481754E+01
   69000    68.973724   9.25503820E-02 -1.32237161E-02  2.96985935E-02  2.38362886E-03 -8.77960061E-04  4.08028834E-04  6.94605923E+00 -1.73776073E+01 -1.04315481E+01
   69500    69.473450   9.37421918E-02 -1.36627089E-02  2.99024619E-02  2.38367193E-03 -8.78013147E-04  4.07368672E-04  7.04003143E+00 -1.74550934E+01 -1.04150620E+01
   70000    69.973175   9.49341133E-02 -1.41017325E-02  3.01059652E-02  2.38374691E-03 -8.78029678E-04  4.06664476E-04  7.14871931E+00 -1.75469437E+01 -1.03982239E+01
   70500    70.472900   9.61259827E-02 -1.45407580E-02  3.03091090E-02  2.38381000E-03 -8.78066698E-04  4.05963219E-04  7.02314091E+00 -1.74046097E+01 -1.03814688E+01
   71000    70.972626   9.73179117E-02 -1.49797983E-02  3.05119455E-02  2.38380302E-03 -8.78102146E-04  4.05312690E-04  6.90070820E+00 -1.72659760E+01 -1.03652678E+01
   71500    71.472351   9.85098034E-02 -1.54188480E-02  3.07144411E-02  2.38380278E-03 -8.78154766E-04  4.04696155E-04  7.12477684E+00 -1.74737015E+01 -1.03489246E+01
   72000    71.972076   9.97017100E-02 -1.58579461E-02  3.09166294E-02  2.38385610E-03 -8.78203893E-04  4.04047867E-04  7.19987488E+00 -1.75318756E+01 -1.03320007E+01
   72500    72.471802   1.00893669E-01 -1.62970629E-02  3.11184973E-02  2.38395203E-03 -8.78289691E-04  4.03445651E-04  6.83932114E+00 -1.71550426E+01 -1.03157215E+01
   73000    72.971527   1.02085657E-01 -1.67362336E-02  3.13200802E-02  2.38401233E-03 -8.78391671E-04  4.02958627E-04  6.75377655E+00 -1.70539761E+01 -1.03001995E+01
   73500    73.471252   1.03277639E-01 -1.71754379E-02  3.15214470E-02  2.38406495E-03 -8.78454186E-04  4.02425212E-04  7.05058193E+00 -1.73349438E+01 -1.02843618E+01
